ID,Boarding Area,Terminal,Language,Gender,Where,Country,Bay Area,Airport Rating,Art Rating,Restaurant Rating,Moving Walkways Rating,Arrival Booth Rating,Departure Booth Rating,Signage Rating,Directional Signs Rating,Parking Rating,Airtrain Rating,Parking Shuttle Rating,Rental Car Center Rating,Retail Rating,Form Of Transportation,Mode Of Transportation Rating,Car Arrivals,Green Rental,Question Green Rental,Carbon Offset,Purpose Of Travel,Ease Of Finding Way Rating,Security Rating,Airport Cleanliness,Boarding Area Cleanliness,Garage Cleanliness,Air Train Cleanliness,Rental Car Center Cleanliness,Restaurant Cleanliness,Restroom Cleanliness,Safety Rating,Aware Of Website,Used Website,Website Rating,Previous Departures This Year,Overall Satisfaction,Overall Cleanliness,Airport Wi Fi Use,Restaurant Spending,Retail Shop Spending
119,IG,International,Japanese,Female,Ibaraki,Japan,,Good,Good,,Good,,,Good,Good,,,,,Fair,Taxi,Very Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Fair,Very Good,No,,,0 Trips,80.55555556,77.63647446,No,36.70085076,21.22960201
863,IA,International,English,Male,Boatsband,Australia,,Very Good,Very Good,Very Good,Very Good,Very Good,,,Good,,Very Good,,,Very Good,BART,Very Good,,No,,Yes,Vacation,Very Good,Fair,Very Good,Good,,Very Good,,Good,Fair,Very Good,No,,,2 Trips,93.18181818,61.63220607,,29.10369735,17.42615407
854,IA,International,English,Female,Queensland,Australia,,Good,Very Good,Good,Fair,Very Good,,,Very Good,,Good,,,,Taxi,Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Very Good,,Good,Fair,Very Good,No,,,2 Trips,85,75.81200746,No,54.25995293,4.690605503
332,IA,International,English,Female,Pittsburg,US,Contra Costa,Good,Fair,Very Good,Very Good,Good,Good,Good,Very Good,Good,Very Good,Good,Good,Good,BART,Very Good,,No,,No,Vacation,Very Good,Very Poor,Very Good,Very Good,Fair,Good,Fair,Good,Fair,Very Good,No,,,0 Trips,78.125,67.3620585,No,62.04709328,14.28834011
717,IG,International,English,Male,Okinawa,Japan,,Good,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Very Good,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Fair,Fair,Good,Good,Good,Good,Fair,Very Good,No,,,2 Trips,78.33333333,60.30633036,No,36.87947926,24.04561129
543,IG,International,English,Female,Eugene,US,,Good,Very Good,Good,Fair,,Very Good,,Good,,Good,Fair,Fair,Good,Connecting flight,,,,,Yes,Business,,,Very Good,Good,Fair,Good,Fair,Very Good,Fair,Very Good,No,,,3+ Trips,72.5,72.06522135,No,96.34682973,28.37503233
1167,IG,International,English,Female,San Jose,US,Santa Clara,Fair,,Fair,,,,,Good,,,,,Poor,Hotel Shuttle,Very Good,,,,No,Vacation,Very Good,Good,Fair,Fair,,,,,Good,Very Good,No,,,2 Trips,67.85714286,48.1207788,Yes,12.28572823,27.23427077
1168,IG,International,English,Female,Tokyo,Japan,,Fair,,,,,,,Good,,,,,Fair,Hotel Shuttle,Very Good,,,,No,Vacation,Very Good,Good,Fair,Fair,,,,,Good,Very Good,No,,,2 Trips,75,60.89324429,No,10.5763559,0
76,IA,International,Chinese,Female,Beijing,China,,Good,Fair,,Good,,,Fair,Fair,,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,,Good,Very Good,No,,,0 Trips,64.28571429,64.17010968,No,15.35503764,7.733543006
1334,IG,International,Chinese,Female,Shanghai,China,,Good,Good,,Good,,,Good,Good,,,,,Good,Limousine,Good,,No,,No,Vacation,Good,Good,Good,Good,,,,,Good,Very Good,No,,,0 Trips,75,80.92613279,No,28.37902809,30.69664281
567,IA,International,English,Male,Copenhagen,Denmark,,Good,,,Good,,,Very Good,Very Good,,,,,Very Good,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,,,,Good,Very Good,Yes,No,,0 Trips,92.85714286,76.1813312,No,19.26299902,10.48278443
1327,IA,International,Spanish,Male,Richmond,US,Contra Costa,Very Good,Very Good,Good,Very Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Business,Very Good,Very Good,Good,Good,,,,,Good,Very Good,No,,,1 Trip,87.5,84.12352109,,63.30223395,21.93335411
201,IA,International,English,Male,Fremont,US,Alameda,Good,Good,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Vacation,Good,Good,Good,Good,,,,,Good,Very Good,No,,,2 Trips,68.75,84.95936348,No,11.34257798,26.24940425
1324,IA,International,Spanish,Female,Lafayette,US,Contra Costa,Very Good,Good,Very Good,Very Good,,,Very Good,Very Good,Good,,Good,,Good,Private Car,,Off-Airport Parking,No,,Yes,Other,Very Good,Very Good,Good,Good,,,,,Good,Very Good,No,,,2 Trips,90.90909091,70.64161031,No,47.40509882,0
18,IG,International,English,Male,Palm Desert,US,,Good,Good,Poor,Good,,,Good,Good,Fair,,,,Fair,Private Car,,International Garage G,No,,No,Vacation,Very Good,Very Good,Good,Very Good,,,,,Good,Very Good,No,,,3+ Trips,70,94.39733902,No,59.22158874,0
715,IG,International,English,Female,Okinawa,Japan,,Very Good,Very Good,,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,No,Business,Good,,Good,Very Good,,,,,Good,Very Good,No,,,2 Trips,95,87.38005192,No,61.59498838,27.27948703
1087,IA,International,English,Female,Los Angeles,US,,Very Good,,Very Good,Good,,,,Good,,,,,Good,BART,Fair,,No,,Yes,Business,Very Good,Good,Very Good,Very Good,,,,,Good,Very Good,No,,,3+ Trips,81.25,85.50149326,,100.88879,0
1096,IA,International,English,Female,San Francisco,US,San Francisco,Very Good,Good,Good,Very Good,,,Very Good,,,,,Fair,Fair,Taxi,Very Good,,No,,Yes,Visiting Friends and Relatives,Very Good,Good,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,3+ Trips,82.5,94.78204878,No,55.78547517,23.19892003
679,IA,International,Spanish,Male,Redmond,US,,Good,Good,,Very Good,,,,Very Good,,,,,,Connecting flight,,,,,Yes,Visiting Friends and Relatives,Very Good,,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,0 Trips,90,89.37421149,No,65.5117118,26.50657773
1341,IG,International,Chinese,Male,Shangahi,China,,Good,Good,,Good,,,Fair,Fair,,,,,Good,Hotel Shuttle,Good,,No,,No,Vacation,Good,Good,Very Good,Very Good,,,,,Good,Very Good,No,,,0 Trips,69.44444444,95.20588789,No,22.4267204,18.15730846
1343,IG,International,Chinese,Male,Shanghai,China,,Very Good,Very Good,,Good,,,Fair,Fair,,,,,Good,Hotel Shuttle,Good,,No,,No,Vacation,Good,Good,Very Good,Very Good,,,,,Good,Very Good,No,,,0 Trips,75,85.04064202,No,33.33641645,35.04901276
537,IG,International,English,Female,Zurich,Switzerland,,Very Good,,,Good,,,Very Good,Very Good,,,,,Good,Taxi,Good,,No,,Yes,Business,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,1 Trip,90.625,100,No,72.68040396,33.39274508
1287,IA,International,English,Male,San Mateo,US,San Mateo,Good,Very Good,Fair,Very Good,,,Very Good,Very Good,Fair,,,,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,No,,,2 Trips,86.11111111,99.95416978,No,30.9729693,38.86396892
594,IA,International,English,Male,San Francisco,US,San Francisco,Good,Very Good,Good,Very Good,Fair,,,Good,,,,,Fair,Shared Ride Van,Fair,,No,,No,Vacation,Fair,Fair,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,3+ Trips,67.5,77.83869138,No,29.74120511,31.96929815
897,IG,International,English,Female,Oakland,US,Alameda,Good,,,Good,,,,Poor,,,,,Good,Shared Ride Van,Fair,,,,Yes,Vacation,Fair,Good,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,0 Trips,60.71428571,99.43599651,No,55.81549888,28.40542291
892,IG,International,English,Female,London,United Kingdom,,Very Good,,Good,Very Good,,,,Good,,,,,Very Good,Taxi,Good,,No,,No,Business,Very Good,Very Good,Very Good,Very Good,,,,,Good,Very Good,Yes,No,,3+ Trips,90.625,88.67615811,No,77.3083954,0
85,IA,International,Japanese,Female,Chiba,Japan,,Very Good,Good,Poor,Very Good,,,Good,Good,,,,,Good,BART,Very Good,,,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Good,,,Good,Very Good,No,,,0 Trips,87.5,100,No,27.93318707,24.60005593
323,IA,International,English,Female,Paris,France,,Fair,Good,,Very Good,Good,Good,Good,Good,Fair,,,,Good,BART,Good,,No,,Yes,Visiting Friends and Relatives,Good,Poor,Very Good,Very Good,,Very Good,,,Good,Very Good,No,,,1 Trip,68.75,100,,45.8627935,11.34028086
321,IA,International,English,Female,Monnickendan,Netherlands,,Fair,,,Fair,Good,Fair,Good,Good,,Very Good,,Good,Poor,Rental Car Center,Good,,Yes,No,Yes,Vacation,Very Good,Fair,Good,Good,,Very Good,Good,,Good,Very Good,Yes,No,,1 Trip,66.66666667,61.2342664,No,49.60518009,7.945578671
478,IG,International,Chinese,Male,Shanghai,China,,Good,Good,Fair,Good,,,Fair,Fair,,,,,Fair,Hotel Shuttle,Good,,No,,No,Visiting Friends and Relatives,Fair,Fair,Good,Good,,,,Fair,Good,Very Good,No,,,0 Trips,60,88.09181397,No,8.994352463,0
1320,IA,International,Spanish,Female,Fairfax,US,Marin,Good,Fair,Fair,Good,,,Good,Good,,,,,Good,Private Car,,Curb Drop,No,,No,Vacation,Good,Good,Good,Good,,,,Fair,Good,Very Good,No,,,2 Trips,69.44444444,55.41247393,No,22.49644419,21.89501799
167,IA,International,English,Male,San Jose,US,Santa Clara,Good,Good,Fair,Fair,Fair,Fair,Good,Good,,,,,,Private Car,,Curb Drop,No,,No,Conference/Convention,Very Good,Very Good,Good,Good,,,,Fair,Good,Very Good,Yes,No,,2 Trips,70,71.65761482,No,37.5348167,5.883689918
1265,IG,International,English,Female,San Carlos,US,San Mateo,Good,Fair,Good,Good,,,Good,Good,Good,,Good,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Very Good,Very Good,,,Fair,Good,Very Good,Yes,No,,3+ Trips,75,78.38675534,No,15.19872971,22.30949193
503,IG,International,English,Female,San Francisco,US,San Francisco,Good,Fair,Fair,Very Good,,,Good,Good,Good,Very Good,Very Good,,Good,Private Car,,Airport Long Term Parking,No,,No,Business,Fair,Fair,Good,Good,Good,Very Good,,Fair,Good,Very Good,No,,,2 Trips,72.91666667,78.89091976,No,75.8248136,2.724540314
595,IA,International,English,Male,San Jose,US,Santa Clara,Very Good,Very Good,Good,Very Good,,,,Good,,,,,Very Good,Private Car,,Curb Drop,No,,Yes,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,93.75,51.27852762,No,27.9481855,0
596,IA,International,English,Male,San Jose,US,Santa Clara,Very Good,Very Good,Good,Very Good,,,,Good,,,,,Very Good,Private Car,,Curb Drop,No,,Yes,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,93.75,61.40995921,No,24.99989577,0
899,IG,International,English,Male,Livermore,US,Contra Costa,Good,Good,Fair,Very Good,,,Good,Very Good,,,,,Fair,BART,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,1 Trip,80,83.77730287,No,25.47445761,0.118348905
900,IG,International,English,Male,Livermore,US,Alameda,Fair,Good,Fair,Good,,,Good,Very Good,,,,,Fair,BART,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,2 Trips,75,67.83202937,No,40.71805047,23.93935269
199,IA,International,English,Female,Antiaoh,US,Contra Costa,Good,Good,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Business,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,0 Trips,68.75,77.62479349,Yes,63.01523349,10.73928865
1278,IG,International,Chinese,Female,Hong Kong,China,,Good,Good,Poor,Good,,,Fair,Fair,,,,,Good,Hotel Shuttle,Very Good,,No,,No,Vacation,Good,Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,72.5,71.46983506,No,27.27325578,30.96864387
771,IA,International,English,Female,Wellington,New Zealand,,Fair,Fair,Fair,Good,,,,Good,,,,,Poor,Private Scheduled Bus,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,66.66666667,65.83300086,No,59.72290477,0
128,IG,International,Chinese,Male,Taipei,Taiwan,,Good,Good,Poor,Good,,,Fair,Fair,,,,,,Connecting flight,,,,,No,Visiting Friends and Relatives,Fair,Fair,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,62.5,78.64619725,No,0,3.319039423
775,IA,International,English,Male,Windsor,United Kingdom,,Fair,,Fair,Good,,,,Good,,,,,Poor,Shared Ride Van,Good,,No,,Yes,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,68.75,77.44273705,No,29.88347486,29.94287354
782,IA,International,English,Male,Swansea,United Kingdom,,Fair,Fair,Fair,Good,,,,Good,,,,,Poor,Private Scheduled Bus,Good,,No,,No,Vacation,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,66.66666667,67.13882435,No,17.77982189,33.39958562
206,IA,International,English,Female,Olympia,US,,Fair,Fair,Fair,Fair,,Fair,Good,Fair,,,,,Fair,Connecting flight,,,,,No,Vacation,Good,,Good,Good,,,,Good,Good,Very Good,No,,,1 Trip,55.55555556,70.67062147,No,13.66254151,27.81322738
1349,IA,International,English,Female,San Francisco,US,,,Good,Very Good,Good,,Very Good,Very Good,,,,,,Good,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,1 Trip,90.625,59.88346327,No,38.90996661,29.49161293
635,IA,International,English,Male,Orange,US,,Good,Good,Fair,Good,,,,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Good,Good,,,,Good,Good,Very Good,Yes,No,,2 Trips,68.75,79.31032127,No,21.79240133,11.70793379
1355,IA,International,English,Female,San Francisco,US,San Francisco,Good,Good,Poor,Fair,Poor,Fair,,Fair,,Good,Fair,,Good,BART,Good,,No,,Yes,Visiting Friends and Relatives,Very Good,Very Good,Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,63.46153846,70.56673178,No,24.37950466,20.75085124
1322,IA,International,Spanish,Female,Orinda,US,Contra Costa,Good,Good,Good,Good,,,Very Good,Very Good,Good,,Good,,Good,Private Car,,Off-Airport Parking,No,,No,Other,Very Good,Good,Good,Good,,,,Good,Good,Very Good,No,,,0 Trips,81.81818182,72.43055627,No,30.85386237,14.33812213
859,IA,International,English,Female,Melbourne,Australia,,Very Good,Good,Very Good,Very Good,,,,Very Good,,,,,Fair,BART,Very Good,,No,,No,Vacation,Very Good,Good,Very Good,Good,,,,Good,Good,Very Good,No,,,3+ Trips,88.88888889,87.97331671,No,23.42659659,45.53427906
383,IG,International,English,Male,Fairfield,US,Solano,Good,Good,Fair,Very Good,,,Good,Good,,Very Good,,,,Private Car,,Curb Drop,Yes,No,No,Wedding/Funeral,Fair,Very Good,Good,Very Good,,,,Good,Good,Very Good,Yes,No,,3+ Trips,77.77777778,93.83276198,No,9.363672323,1.53465954
682,IA,International,Spanish,Male,Bellevue,US,,Very Good,,Very Good,Very Good,,,,,,,,,Very Good,Connecting flight,,,,,Yes,Moving,Very Good,,Very Good,Very Good,,,,Good,Good,Very Good,Yes,No,,0 Trips,100,92.10882427,No,37.81582707,36.39312779
1277,IG,International,Chinese,Female,Guangzhou,China,,Very Good,Good,Fair,Good,,,Fair,Fair,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,0 Trips,66.66666667,76.26897823,No,34.02836659,0.95830198
1336,IG,International,Chinese,Female,Shanghai,China,,Good,Good,Fair,Good,,,Fair,Fair,,,,,Good,Hotel Shuttle,Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,0 Trips,72.5,100,No,23.00771481,9.992661219
82,IA,International,Japanese,Female,Tokyo,Japan,,Good,Good,Fair,Good,,,Good,Good,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,0 Trips,78.125,82.35919934,,42.84197868,14.06126424
578,IG,International,Chinese,Male,Taipei,Taiwan,,Very Good,Very Good,Poor,Good,,,Good,Good,,,,,Good,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,1 Trip,86.11111111,98.00012877,No,19.70585072,12.82405181
860,IA,International,English,Female,Townsville,,,Very Good,Good,Good,Good,,,,Very Good,,,,,,Hotel Shuttle,Very Good,,No,,No,Visiting Friends and Relatives,Very Good,Good,Very Good,Very Good,,,,Good,Good,Very Good,No,,,2 Trips,87.5,100,No,31.31522022,26.82200594
1279,IG,International,Chinese,Male,El Cerrito,US,Contra Costa,Fair,Fair,Fair,Good,Fair,Fair,Good,Good,Fair,,,,,Private Car,,International Garage G,No,,No,Vacation,Good,Good,Very Good,Good,Fair,,,Good,Good,Very Good,No,,,0 Trips,61.36363636,68.43732311,No,4.902615368,26.40481838
1090,IA,International,English,Male,Los Angeles,US,,Very Good,Fair,Good,Good,,,,Good,,,,,Fair,Limousine,Very Good,,No,,Yes,Business,Very Good,Fair,Very Good,Very Good,Good,,,Good,Good,Very Good,No,,,3+ Trips,75,81.72223035,No,90.0987904,1.867580202
584,IG,International,Chinese,Female,Taipei,Taiwan,,Good,Good,Fair,Good,,,Fair,Fair,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Good,Good,Very Good,Very Good,,Fair,,Good,Good,Very Good,No,,,2 Trips,63.88888889,81.50028056,No,18.53529679,0
862,IA,International,English,Female,Perth,Australia,,Very Good,Good,Fair,Very Good,,,,Very Good,,Very Good,,,,Taxi,Poor,,No,,No,Business,Good,Poor,Very Good,Good,,Good,,Good,Good,Very Good,No,,,2 Trips,72.22222222,95.48625115,No,57.13036885,32.11370692
84,IA,International,Chinese,Male,Taipei,Taiwan,,Very Good,Good,Poor,Good,,,Good,Good,,,,,Fair,Hotel Shuttle,Very Good,,,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,0 Trips,82.5,96.51156632,No,27.69506927,19.17814716
576,IG,International,Chinese,Male,Taichung,Taiwan,,Very Good,Good,Poor,Good,,,Good,Good,,,,,Fair,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,0 Trips,80.55555556,89.88639445,No,29.96561903,19.30308133
579,IG,International,Chinese,Female,Taipei,Taiwan,,Good,Good,Poor,Good,,,Good,Good,,,,,Good,Hotel Shuttle,Good,,No,,No,Vacation,Good,Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,0 Trips,75,81.53944587,No,5.59914078,14.36645874
585,IG,International,Chinese,Female,Kaoshiung,Taiwan,,Very Good,Very Good,Poor,Good,,,Good,Good,,Good,,,Fair,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,0 Trips,82.5,99.28609362,No,49.67906355,44.4390722
81,IA,International,Japanese,Female,Kanagawa,Japan,,Good,Good,Fair,Good,,,Good,Good,,,,,Good,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,1 Trip,77.77777778,71.09740733,No,51.38290137,0
83,IA,International,Chinese,Male,Taipei,Taiwan,,Good,Good,Fair,Good,,,Good,Good,,,,,Good,Hotel Shuttle,Very Good,,,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Good,,Good,Good,Very Good,No,,,1 Trip,80,90.15335795,No,26.3118318,21.3453231
1195,IA,International,English,Female,New York City,US,,Good,,Fair,Good,,,,Good,Very Good,Good,,,Fair,BART,Very Good,,No,,No,Vacation,Good,Good,Good,Good,,Very Good,,Good,Good,Very Good,Yes,No,,2 Trips,75,91.02969369,Yes,16.07013425,9.127822593
1091,IA,International,English,Female,Pittsburg,US,Contra Costa,Very Good,Very Good,Good,Very Good,,,,Very Good,,Very Good,,,Good,BART,Very Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Very Good,,Good,Good,Very Good,No,,,3+ Trips,95,86.71447985,No,38.51076919,40.20125236
857,IA,International,English,Male,Queensland,Australia,,Very Good,Good,Good,Very Good,Very Good,,,Good,,Very Good,,,,Taxi,Good,,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,Very Good,,Good,Good,Very Good,No,,,2 Trips,90,92.81013492,No,28.71611958,14.14469446
541,IG,International,English,Female,Budhapest,Hungary,,Good,,Good,Very Good,,,Very Good,Very Good,,Very Good,,Fair,Good,Rental Car Center,Fair,,No,,Yes,Business,Very Good,Very Good,Good,Good,,Very Good,Fair,Good,Good,Very Good,Yes,No,,2 Trips,84.09090909,59.90742122,No,64.57640764,5.173097185
1305,IG,International,English,Male,Lgubljana,Slovenia,,Fair,,Fair,Good,,,Very Good,Good,,Very Good,,Very Good,Fair,Rental Car Center,Very Good,,No,,Yes,Vacation,Fair,Good,Good,Good,,Good,Good,Good,Good,Very Good,Yes,No,,0 Trips,75,75.21282835,No,24.03524434,33.08880398
1293,IA,International,English,Male,Daly City,US,San Mateo,Good,Good,Good,Good,,,Good,Good,,,,,Good,Rental Car Center,Very Good,,Yes,No,No,Vacation,Very Good,Very Good,Good,Good,,Good,Good,Good,Good,Very Good,No,,,2 Trips,82.5,64.06290883,No,35.84274303,0
510,IG,International,English,Male,Menlo Park,US,San Mateo,Good,Good,Fair,Good,Good,Good,Very Good,Very Good,Fair,Poor,Fair,Fair,Good,Private Car,,Curb Drop,No,,Yes,Visiting Friends and Relatives,Good,Good,Good,Good,Good,Good,Good,Good,Good,Very Good,No,,,2 Trips,68.33333333,68.70232222,No,26.93682208,7.325316013
677,IA,International,Spanish,Male,,Virgin Island,,Good,Very Good,Fair,Good,,,Good,Very Good,,Very Good,,Fair,Poor,Rental Car Center,Fair,,No,,Yes,Visiting Friends and Relatives,Very Good,Good,Very Good,Very Good,,Very Good,Good,Good,Good,Very Good,No,,,0 Trips,72.91666667,100,No,16.83279099,14.44429861
716,IG,International,English,Female,Westlake,US,,Very Good,Very Good,Good,Very Good,Very Good,Good,Very Good,Very Good,,,,,Very Good,Connecting flight,,,,,Yes,Military,Good,Very Good,Very Good,Very Good,,,,Very Good,Good,Very Good,No,,,3+ Trips,93.18181818,93.52769143,,30.13837087,37.95513415
1350,IA,International,English,Male,Bunnlevel,US,,Very Good,Very Good,Very Good,Very Good,,,,Fair,,,,,,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,Very Good,Good,Very Good,Yes,No,,1 Trip,92.85714286,99.60796638,No,33.91096732,25.08705545
319,IA,International,English,Male,Buenas Aires,Brazil,,Good,Good,Good,Very Good,Very Good,Good,Very Good,Very Good,,,Very Good,,,BART,Very Good,,No,,No,Vacation,Very Good,Fair,Very Good,Very Good,,,,Very Good,Good,Very Good,No,,,1 Trip,87.5,100,No,15.24525035,0
1259,IG,International,English,Female,San Francisco,US,San Francisco,Very Good,Good,Very Good,Very Good,Good,Very Good,Very Good,Very Good,Good,,Very Good,Fair,Very Good,Private Car,,International Garage G,Yes,No,No,Vacation,Very Good,Fair,Very Good,Good,Very Good,,,Very Good,Good,Very Good,No,,,3+ Trips,87.5,90.46476234,No,34.32315162,37.50788632
864,IA,International,English,Female,Brisbane,Australia,,Very Good,Fair,Fair,Good,,,,Good,,Fair,,,Fair,BART,Very Good,,No,,No,Vacation,Good,Poor,Very Good,Good,,Very Good,,Very Good,Good,Very Good,No,,,2 Trips,65,97.39060004,Yes,36.93758991,19.94461412
330,IA,International,English,Male,San Francisco,US,San Francisco,Fair,Fair,Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Good,Very Good,Fair,Private Car,,Curb Drop,Yes,No,No,Visiting Friends and Relatives,Very Good,Fair,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Good,Very Good,Yes,No,,3+ Trips,83.33333333,79.8972912,No,10.38586862,5.32172979
326,IA,International,English,Male,Sacramento,US,,Good,Fair,Poor,Very Good,,,Good,Fair,,,,,Poor,Private Car,,Curb Drop,No,,No,Vacation,Very Good,Good,Very Good,Very Good,,,,Poor,Good,Very Good,No,,,0 Trips,63.88888889,75.6008432,No,10.73556428,0.141582582
202,IA,International,English,Female,Antiaoh,US,Contra Costa,Very Good,Very Good,,Very Good,,,,Very Good,,,,,,Private Car,,Curb Drop,Yes,No,Yes,Vacation,Very Good,Very Good,,,,,,,Very Good,Very Good,Yes,No,,0 Trips,100,94.40604828,No,8.563613826,14.68040736
511,IG,International,English,Male,Pleasanton,US,Alameda,Very Good,Fair,,Good,Very Good,Very Good,Good,,,,,,Very Good,Private Car,,Curb Drop,No,,Yes,School,Very Good,Very Good,Good,Very Good,,,,,Very Good,Very Good,Yes,No,,1 Trip,88.88888889,100,,8.391994267,40.38450953
569,IA,International,English,Male,Nancy,France,,Good,,,Good,,,Very Good,,,,,,Good,Shared Ride Van,Very Good,,No,,Yes,Vacation,Very Good,Very Good,Good,Very Good,,,,,Very Good,Very Good,No,,,1 Trip,89.28571429,88.74902157,No,29.80210073,1.99203771
507,IG,International,English,Female,Spokane,US,,Very Good,Very Good,,Good,,,Very Good,Very Good,,,,,Good,Private Car,,Curb Drop,No,,No,School,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Very Good,Yes,No,,3+ Trips,93.75,93.13334515,No,30.16594346,15.30025154
379,IG,International,English,Male,Austin,US,,Good,,,Very Good,,,,Very Poor,,,,,Very Good,Connecting flight,,,,,Yes,Vacation,Fair,Fair,Very Good,Very Good,,,,,Very Good,Very Good,Yes,No,,0 Trips,62.5,86.13760584,Yes,12.48032761,2.185013179
734,IG,International,English,Female,Atascadoro,US,,Good,,,Good,,,Good,Good,,,,,,Connecting flight,,,,,No,Business,Very Good,,Very Good,Very Good,,,,,Very Good,Very Good,No,,,3+ Trips,80,100,No,120.7157849,21.80525806
1143,IG,International,English,Male,Royal Oak,US,,Very Good,,,Very Good,Poor,,,Very Good,,,,,,Shared Ride Van,Good,,No,,Yes,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Very Good,No,,,0 Trips,85.71428571,84.63449674,No,36.71536424,0
721,IG,International,English,Male,Glendale,US,,Very Good,Good,,Very Good,,,Good,Very Good,,,,,Very Good,Connecting flight,,,,,No,Vacation,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Very Good,No,,,0 Trips,93.75,88.37056531,No,23.18608102,6.303083696
333,IA,International,English,Male,Hercules,US,Contra Costa,Fair,,,Very Good,,,Good,Good,,,,,,Private Car,,Curb Drop,No,,No,Visiting Friends and Relatives,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Very Good,Yes,No,,0 Trips,83.33333333,100,Yes,32.53366539,3.461362367
685,IA,International,Spanish,Female,Fairoaks,US,,Very Good,Very Good,,Very Good,,,,Very Good,,,,,Very Good,Hotel Shuttle,Very Good,,No,,No,Wedding/Funeral,Very Good,Very Good,Very Good,Very Good,,,,,Very Good,Very Good,No,,,0 Trips,100,100,No,38.37337627,7.895151814
